time,from,to,message
2021-04-02 11:40:23,wxid_mgh25nentc4u22,gzp1991101,他给我说不要急
2021-04-02 11:41:42,wxid_mgh25nentc4u22,gzp1991101,把我耗在这里干活，一问建设，给我啥话也没有，就是不要急
2021-04-02 11:42:13,wxid_mgh25nentc4u22,gzp1991101,我天天跟个协警一样，在他那里上班
2021-04-02 11:43:10,wxid_mgh25nentc4u22,gzp1991101,真的想骂人，想想还代表公司，我忍了
2021-04-02 11:43:38,wxid_mgh25nentc4u22,gzp1991101,熬过这几天，我就6了，巴州的事我打算顺其自然
2021-04-02 11:43:54,wxid_mgh25nentc4u22,gzp1991101,真是遇上傻逼了
2021-04-02 11:53:27,gzp1991101,wxid_mgh25nentc4u22,嗯
2021-04-02 11:53:34,gzp1991101,wxid_mgh25nentc4u22,没事
2021-04-02 11:53:36,gzp1991101,wxid_mgh25nentc4u22,问题不大
2021-04-02 11:54:12,wxid_mgh25nentc4u22,gzp1991101,他那副居高临下的嘴脸，我真是受够了
2021-04-02 11:55:01,wxid_mgh25nentc4u22,gzp1991101,我决定顺其自然了，跟你报备一下
2021-04-02 11:55:10,gzp1991101,wxid_mgh25nentc4u22,嗯嗯
2021-04-02 11:55:23,gzp1991101,wxid_mgh25nentc4u22,小样他们看的如何嘛
2021-04-02 11:55:50,wxid_mgh25nentc4u22,gzp1991101,还没看呢
2021-04-02 11:56:02,wxid_mgh25nentc4u22,gzp1991101,下午他们没人和我对接
2021-04-02 12:22:33,gzp1991101,wxid_mgh25nentc4u22,那就算求了
2021-05-18 12:55:46,gzp1991101,wxid_mgh25nentc4u22,清洗情况.txt
2021-05-18 12:59:57,wxid_mgh25nentc4u22,gzp1991101,龚哥，我们吉的只有运营商吗？
2021-05-18 13:00:21,gzp1991101,wxid_mgh25nentc4u22,目前只有，老周的我不想卖
2021-05-18 13:00:30,wxid_mgh25nentc4u22,gzp1991101,嗯
2021-05-18 13:00:49,wxid_mgh25nentc4u22,gzp1991101,总队是也买了吧
2021-05-18 13:01:05,gzp1991101,wxid_mgh25nentc4u22,AQ吗？
2021-05-18 13:01:10,wxid_mgh25nentc4u22,gzp1991101,WA
2021-05-18 13:01:17,gzp1991101,wxid_mgh25nentc4u22,买了查询服务
2021-05-18 13:01:21,wxid_mgh25nentc4u22,gzp1991101,哦哦
2021-05-18 13:01:37,wxid_mgh25nentc4u22,gzp1991101,这个你手里有货吗
2021-05-18 13:01:46,gzp1991101,wxid_mgh25nentc4u22,没有
2021-05-18 13:01:50,gzp1991101,wxid_mgh25nentc4u22,哈的有
2021-05-18 13:01:57,wxid_mgh25nentc4u22,gzp1991101,懂了
2021-05-18 13:02:52,wxid_mgh25nentc4u22,gzp1991101,我感觉AQ的人态度很好啊
2021-05-18 13:03:19,wxid_mgh25nentc4u22,gzp1991101,AQ厅有买吉的吗
2021-05-18 13:03:44,gzp1991101,wxid_mgh25nentc4u22,暂时没听到，买其他公司的我就不清楚了
2021-05-18 13:03:53,wxid_mgh25nentc4u22,gzp1991101,好的，收到
2021-07-24 07:46:19,wxid_mgh25nentc4u22,gzp1991101,
2021-07-24 07:50:18,gzp1991101,wxid_mgh25nentc4u22,
2021-07-24 07:51:23,wxid_mgh25nentc4u22,gzp1991101,
2021-07-24 07:52:17,wxid_mgh25nentc4u22,gzp1991101,
2021-07-24 07:53:06,gzp1991101,wxid_mgh25nentc4u22,
2021-07-24 07:53:34,wxid_mgh25nentc4u22,gzp1991101,
2021-07-24 07:54:05,gzp1991101,wxid_mgh25nentc4u22,
2021-07-24 07:54:18,gzp1991101,wxid_mgh25nentc4u22,
2021-07-24 07:55:25,wxid_mgh25nentc4u22,gzp1991101,
2021-07-24 07:57:54,gzp1991101,wxid_mgh25nentc4u22,
2021-07-24 07:59:28,wxid_mgh25nentc4u22,gzp1991101,
2021-07-24 07:59:58,gzp1991101,wxid_mgh25nentc4u22,OK
2021-07-26 01:50:21,gzp1991101,wxid_mgh25nentc4u22,发一份简历给我，我给安恒那边
2021-07-26 05:12:59,wxid_mgh25nentc4u22,gzp1991101,好，晚点给你，我晚点用电脑做一份
2021-07-26 07:07:52,wxid_mgh25nentc4u22,gzp1991101,简历.docx
2021-07-27 23:34:26,gzp1991101,wxid_mgh25nentc4u22,安恒那边联系你没
2021-07-28 02:50:33,wxid_mgh25nentc4u22,gzp1991101,没有呢
2021-07-28 02:55:37,gzp1991101,wxid_mgh25nentc4u22,他们新疆好像有十一个销售了
2021-07-28 04:02:36,wxid_mgh25nentc4u22,gzp1991101,那还是算了吧
2021-07-28 04:02:37,wxid_mgh25nentc4u22,gzp1991101,打扰了
2021-07-28 04:13:52,gzp1991101,wxid_mgh25nentc4u22,嗯
2021-07-28 04:14:13,gzp1991101,wxid_mgh25nentc4u22,联系你还是可以了解下
2021-07-28 08:36:35,wxid_mgh25nentc4u22,gzp1991101,要的
2021-08-02 05:55:13,wxid_mgh25nentc4u22,gzp1991101,最近疫情，甘肃暂时去不了了
2021-08-02 05:56:07,gzp1991101,wxid_mgh25nentc4u22,是的
2021-08-02 05:56:12,gzp1991101,wxid_mgh25nentc4u22,都出不去了
2021-08-02 05:56:42,wxid_mgh25nentc4u22,gzp1991101,可能要错失良机了
2021-08-02 05:57:14,gzp1991101,wxid_mgh25nentc4u22,那也没办法，出不去。甘肃其他地方也在叫我去
2021-08-02 05:57:36,gzp1991101,wxid_mgh25nentc4u22,只能等疫情快点结束了
2021-08-02 05:57:45,gzp1991101,wxid_mgh25nentc4u22,你也去不了深圳了吧
2021-08-02 05:57:55,wxid_mgh25nentc4u22,gzp1991101,是的
2021-08-02 05:58:06,wxid_mgh25nentc4u22,gzp1991101,天天在家养身
2021-08-02 05:59:10,gzp1991101,wxid_mgh25nentc4u22,看你天天在打麻将
2021-08-02 05:59:20,wxid_mgh25nentc4u22,gzp1991101,嗯呢
2021-08-02 05:59:26,wxid_mgh25nentc4u22,gzp1991101,入职办理完了
2021-08-02 05:59:27,gzp1991101,wxid_mgh25nentc4u22,你都搬到高新区那边了啊
2021-08-02 05:59:50,wxid_mgh25nentc4u22,gzp1991101,双流
2021-08-02 05:59:58,wxid_mgh25nentc4u22,gzp1991101,和对象来住了
2021-08-02 06:00:34,gzp1991101,wxid_mgh25nentc4u22,这也很远了
2021-08-02 06:01:08,wxid_mgh25nentc4u22,gzp1991101,从西北搬到的东南了
2021-08-02 06:01:17,wxid_mgh25nentc4u22,gzp1991101,方便一个人嘛
2021-08-02 06:01:54,wxid_mgh25nentc4u22,gzp1991101,你最近咋样
2021-08-02 06:01:56,gzp1991101,wxid_mgh25nentc4u22,咋那么远，公司在天府新区啊
2021-08-02 06:01:57,wxid_mgh25nentc4u22,gzp1991101,有没有意外收获
2021-08-02 06:02:17,gzp1991101,wxid_mgh25nentc4u22,老样子呗，本来打算这周出去的
2021-08-02 06:02:25,wxid_mgh25nentc4u22,gzp1991101,没有，安络没有点在成都
2021-08-02 06:02:27,gzp1991101,wxid_mgh25nentc4u22,估计一时半会出不去了
2021-08-02 06:02:37,gzp1991101,wxid_mgh25nentc4u22,你媳妇公司在那边啊
2021-08-02 06:03:00,wxid_mgh25nentc4u22,gzp1991101,他公司离住的地方很近
2021-08-02 06:03:10,wxid_mgh25nentc4u22,gzp1991101,走路20分钟
2021-08-02 06:03:34,gzp1991101,wxid_mgh25nentc4u22,那还可以
2021-08-02 06:03:43,wxid_mgh25nentc4u22,gzp1991101,兆物的那个标做完了吗
2021-08-02 06:03:54,wxid_mgh25nentc4u22,gzp1991101,都还顺利吗
2021-08-02 06:04:00,gzp1991101,wxid_mgh25nentc4u22,弄完了，应该今天下午投标
2021-08-02 06:04:18,wxid_mgh25nentc4u22,gzp1991101,好的，谢谢
2021-08-02 06:04:21,gzp1991101,wxid_mgh25nentc4u22,应该没问题，成都的快递都不让发新疆
2021-08-02 06:04:47,wxid_mgh25nentc4u22,gzp1991101,我去，那最后是怎么搞得
2021-08-02 06:05:10,gzp1991101,wxid_mgh25nentc4u22,给他发的航空件一早寄到山东带过去的
2021-08-02 06:05:34,wxid_mgh25nentc4u22,gzp1991101,辛苦了
2021-08-02 06:06:11,gzp1991101,wxid_mgh25nentc4u22,小事，后面有项目也要找他
2021-08-02 06:06:33,wxid_mgh25nentc4u22,gzp1991101,要的
2021-08-06 09:07:47,wxid_mgh25nentc4u22,gzp1991101,和田材料完成了吗
2021-08-06 09:13:57,gzp1991101,wxid_mgh25nentc4u22,要下周去了
2021-08-06 09:15:20,gzp1991101,wxid_mgh25nentc4u22,下周二能给
2021-08-06 11:58:22,wxid_mgh25nentc4u22,gzp1991101,下周二，有没有搞错哇
2021-08-06 11:59:04,wxid_mgh25nentc4u22,gzp1991101,来不及呀，过了客户的报告日期了呀
2021-08-06 12:00:30,wxid_mgh25nentc4u22,gzp1991101,公司咋回事？这样会出问题的
2021-08-06 12:02:50,gzp1991101,wxid_mgh25nentc4u22,最迟多久啊，这段时间他们手头方案太多了
2021-08-06 12:03:42,wxid_mgh25nentc4u22,gzp1991101,给我的期限才是6天
2021-08-06 12:04:01,wxid_mgh25nentc4u22,gzp1991101,他们拿到手还要再做修改
2021-08-06 12:04:22,wxid_mgh25nentc4u22,gzp1991101,下周二根本来不及的
2021-08-06 12:06:03,wxid_mgh25nentc4u22,gzp1991101,这次的报告意义重大，在我之前做的关系的前提下，客户才目前只委托了我们一家
2021-08-06 12:06:27,gzp1991101,wxid_mgh25nentc4u22,我这边让售前加班周末给过来
2021-08-06 12:08:29,wxid_mgh25nentc4u22,gzp1991101,嗯嗯，这个事再出问题，客户可能就觉得我司不靠谱了，之前的需求就处理的一塌糊涂，不能让推我们的对我们失去信心
2021-08-06 12:08:50,gzp1991101,wxid_mgh25nentc4u22,好，周天给过来这个时间OK吧？
2021-08-06 12:11:18,wxid_mgh25nentc4u22,gzp1991101,好的，周天刚好是第六天，一定要保质完成，到时候我也把把关，尽可能一步到位
2021-08-06 12:11:36,gzp1991101,wxid_mgh25nentc4u22,要得
2022-07-12 08:11:43,gzp1991101,wxid_mgh25nentc4u22,昨天那个材料客户看了有说需要调整么
2022-07-12 08:11:58,wxid_mgh25nentc4u22,gzp1991101,发过去了
2022-07-12 08:12:01,wxid_mgh25nentc4u22,gzp1991101,还没回我
2022-07-12 08:12:08,gzp1991101,wxid_mgh25nentc4u22,那行
2022-07-12 08:12:24,gzp1991101,wxid_mgh25nentc4u22,甘肃疫情貌似严重了，没去成
2022-07-12 08:12:36,wxid_mgh25nentc4u22,gzp1991101,嗯嗯，兰州炸了
2022-07-12 08:12:47,wxid_mgh25nentc4u22,gzp1991101,就在我女朋友家附近
2022-07-12 08:12:54,gzp1991101,wxid_mgh25nentc4u22,周边也都外溢了
2022-07-12 08:13:11,gzp1991101,wxid_mgh25nentc4u22,脑壳痛
2022-07-12 08:14:36,gzp1991101,wxid_mgh25nentc4u22,最近有计划去阿克苏和田么
2022-07-12 08:14:58,wxid_mgh25nentc4u22,gzp1991101,没有
2022-07-12 08:15:13,wxid_mgh25nentc4u22,gzp1991101,和田上会失败了
2022-07-12 08:15:19,wxid_mgh25nentc4u22,gzp1991101,客户给我说了
2022-07-12 08:15:24,gzp1991101,wxid_mgh25nentc4u22,[汗]
2022-07-12 08:15:33,gzp1991101,wxid_mgh25nentc4u22,就是确定不搞了今年哈
2022-07-12 08:15:44,wxid_mgh25nentc4u22,gzp1991101,领导说先搞个装修
2022-07-12 08:15:48,wxid_mgh25nentc4u22,gzp1991101,大概率吧
2022-07-12 08:15:53,gzp1991101,wxid_mgh25nentc4u22,[叹气]
2022-07-12 08:16:29,wxid_mgh25nentc4u22,gzp1991101,😮‍💨
2022-07-12 08:16:37,gzp1991101,wxid_mgh25nentc4u22,真是三年又三年
2022-07-12 08:17:02,gzp1991101,wxid_mgh25nentc4u22,阿克苏估摸也差不多情况？
2022-07-12 08:17:33,wxid_mgh25nentc4u22,gzp1991101,塔城的客户对我们上次没支撑他们比赛
2022-07-12 08:17:35,wxid_mgh25nentc4u22,gzp1991101,有情绪了
2022-07-12 08:17:44,wxid_mgh25nentc4u22,gzp1991101,唉😮‍💨
2022-07-12 08:17:56,wxid_mgh25nentc4u22,gzp1991101,我报了30W
2022-07-12 08:18:01,gzp1991101,wxid_mgh25nentc4u22,支撑比赛需要钱啊
2022-07-12 08:18:03,wxid_mgh25nentc4u22,gzp1991101,他可能觉得没诚意吧
2022-07-12 08:18:11,gzp1991101,wxid_mgh25nentc4u22,总不能都白嫖
2022-07-12 08:18:32,gzp1991101,wxid_mgh25nentc4u22,帮忙干点小活可以白嫖
2022-07-12 08:18:33,wxid_mgh25nentc4u22,gzp1991101,他想的十几万，二十万
2022-07-12 08:19:04,gzp1991101,wxid_mgh25nentc4u22,价格肯定需要商量，报价只是第一步撒
2022-07-12 08:19:31,wxid_mgh25nentc4u22,gzp1991101,他不给我商量的机会了[捂脸]
2022-07-12 08:19:39,wxid_mgh25nentc4u22,gzp1991101,差距太大了
2022-07-12 08:19:52,gzp1991101,wxid_mgh25nentc4u22,这事就看永信了
2022-07-12 08:20:04,gzp1991101,wxid_mgh25nentc4u22,我们这边确实没法
2022-07-12 08:20:06,wxid_mgh25nentc4u22,gzp1991101,我说一般40，50万，我这边最低30给到你们
2022-07-12 08:20:24,wxid_mgh25nentc4u22,gzp1991101,就不高兴了
2022-07-12 08:20:31,gzp1991101,wxid_mgh25nentc4u22,[捂脸]
2022-07-12 08:21:22,gzp1991101,wxid_mgh25nentc4u22,那感觉地州上今年又没戏了
2022-07-12 08:21:49,wxid_mgh25nentc4u22,gzp1991101,我再跑一跑吧
2022-07-12 08:21:59,wxid_mgh25nentc4u22,gzp1991101,最后一年
2022-07-12 08:22:35,gzp1991101,wxid_mgh25nentc4u22,我就看你要跑哪些地方，咱一起去
2022-07-12 08:31:24,wxid_mgh25nentc4u22,gzp1991101,行
2022-07-12 08:31:41,wxid_mgh25nentc4u22,gzp1991101,我先去趟山东，回来了规划一下
2022-07-12 08:32:08,wxid_mgh25nentc4u22,gzp1991101,最近要去趟哈密
2022-07-12 08:32:31,gzp1991101,wxid_mgh25nentc4u22,山东不是有疫情
2022-07-12 08:32:57,wxid_mgh25nentc4u22,gzp1991101,不去临沂和青岛
2022-07-12 08:33:04,wxid_mgh25nentc4u22,gzp1991101,再观察一下
2022-07-12 08:33:09,wxid_mgh25nentc4u22,gzp1991101,20号去
2022-07-12 08:33:27,gzp1991101,wxid_mgh25nentc4u22,那还早
2022-07-12 10:39:05,gzp1991101,wxid_mgh25nentc4u22,卧槽，巴州也打电话说会没过，今年先弄房子
2022-07-12 10:39:07,gzp1991101,wxid_mgh25nentc4u22,吐了
2022-07-12 10:39:25,wxid_mgh25nentc4u22,gzp1991101,[捂脸]
2022-07-12 10:39:28,wxid_mgh25nentc4u22,gzp1991101,😮‍💨
2022-07-12 10:39:36,wxid_mgh25nentc4u22,gzp1991101,真是吐了
2022-07-12 10:40:14,gzp1991101,wxid_mgh25nentc4u22,过来培训都还让其他公司帮忙付钱
2022-07-12 10:40:28,wxid_mgh25nentc4u22,gzp1991101,啊
2022-07-12 10:40:34,wxid_mgh25nentc4u22,gzp1991101,什么其他公司
2022-07-12 10:40:45,wxid_mgh25nentc4u22,gzp1991101,培训不是总队组织的吗
2022-07-12 10:41:01,gzp1991101,wxid_mgh25nentc4u22,
2022-07-12 10:58:49,wxid_mgh25nentc4u22,gzp1991101,
2022-07-12 10:59:02,wxid_mgh25nentc4u22,gzp1991101,
2022-07-12 10:59:39,wxid_mgh25nentc4u22,gzp1991101,
2022-07-12 11:03:35,gzp1991101,wxid_mgh25nentc4u22,妈哟，太鸡儿扯淡了
2022-07-12 11:03:37,gzp1991101,wxid_mgh25nentc4u22,[叹气]
2022-07-12 11:05:45,wxid_mgh25nentc4u22,gzp1991101,
2022-07-12 11:06:36,gzp1991101,wxid_mgh25nentc4u22,之前不就听你说过这事
2022-07-12 11:07:29,wxid_mgh25nentc4u22,gzp1991101,哦哦
2022-07-12 11:07:36,wxid_mgh25nentc4u22,gzp1991101,我说过吗[捂脸]
2022-07-12 11:07:41,wxid_mgh25nentc4u22,gzp1991101,也是听说
2022-07-12 11:07:44,gzp1991101,wxid_mgh25nentc4u22,我记得你说过
2022-07-12 11:07:49,gzp1991101,wxid_mgh25nentc4u22,不知道你听谁说的
2022-07-12 11:08:23,wxid_mgh25nentc4u22,gzp1991101,一个领导说的
2022-07-12 11:08:28,wxid_mgh25nentc4u22,gzp1991101,有风声
2022-07-12 11:09:08,wxid_mgh25nentc4u22,gzp1991101,但不确定
2022-07-12 11:12:22,gzp1991101,wxid_mgh25nentc4u22,跟他也不熟
2022-07-12 11:12:28,gzp1991101,wxid_mgh25nentc4u22,[捂脸]
2022-07-12 11:13:24,wxid_mgh25nentc4u22,gzp1991101,辛总应该不知道我离职了
2022-07-12 11:13:32,wxid_mgh25nentc4u22,gzp1991101,我爸和他说
2022-07-12 11:13:38,wxid_mgh25nentc4u22,gzp1991101,熟
2022-07-12 11:13:52,wxid_mgh25nentc4u22,gzp1991101,和杨总也熟
2022-07-12 11:14:18,gzp1991101,wxid_mgh25nentc4u22,那他回来对你来说是个结合的机会
2022-07-12 11:14:26,wxid_mgh25nentc4u22,gzp1991101,是呀
2022-07-12 11:14:39,wxid_mgh25nentc4u22,gzp1991101,四川有钱些
2022-07-12 11:15:24,wxid_mgh25nentc4u22,gzp1991101,去广东，江苏更好
2022-07-12 11:15:25,wxid_mgh25nentc4u22,gzp1991101,[旺柴]
2022-07-12 11:16:02,gzp1991101,wxid_mgh25nentc4u22,哈哈，是的
2022-07-12 11:16:15,gzp1991101,wxid_mgh25nentc4u22,守着新疆太鸡儿蛋疼
2022-07-12 11:16:25,wxid_mgh25nentc4u22,gzp1991101,我也吐了
2022-07-12 11:16:32,wxid_mgh25nentc4u22,gzp1991101,和田的客户对我都不好意思了
2022-07-12 11:20:18,gzp1991101,wxid_mgh25nentc4u22,这也是要熬死我的节奏啊
2022-07-12 11:20:50,wxid_mgh25nentc4u22,gzp1991101,我的职责生涯都被搞自闭了
2022-07-12 11:20:53,wxid_mgh25nentc4u22,gzp1991101,今年不出
2022-07-12 11:21:01,wxid_mgh25nentc4u22,gzp1991101,我就要远离这块
2022-07-12 11:21:25,wxid_mgh25nentc4u22,gzp1991101,太郁闷了
2022-07-12 11:21:42,gzp1991101,wxid_mgh25nentc4u22,我们就真成了栽树人
2022-07-12 11:21:44,wxid_mgh25nentc4u22,gzp1991101,在TZ上一分钱都没挣到
2022-07-12 11:22:41,wxid_mgh25nentc4u22,gzp1991101,我刚一入行就碰上疫情
2022-07-12 11:22:43,gzp1991101,wxid_mgh25nentc4u22,我也被熬死了，这么多年都不产出
2022-07-12 11:23:19,wxid_mgh25nentc4u22,gzp1991101,20，21年是真的抑郁了
2022-07-12 11:23:38,wxid_mgh25nentc4u22,gzp1991101,做梦都是项目
2022-07-12 11:23:39,gzp1991101,wxid_mgh25nentc4u22,还好走的早[旺柴]
2022-07-12 11:23:53,gzp1991101,wxid_mgh25nentc4u22,不然真耽误死你
2022-07-12 11:24:12,wxid_mgh25nentc4u22,gzp1991101,唉，看今年了
2022-07-12 11:24:25,wxid_mgh25nentc4u22,gzp1991101,不出
2022-07-12 11:24:31,wxid_mgh25nentc4u22,gzp1991101,我真的不想碰了
2022-07-12 11:25:07,gzp1991101,wxid_mgh25nentc4u22,看这节奏，我已经完全丧失信心了
2022-07-12 11:25:17,wxid_mgh25nentc4u22,gzp1991101,来成都快四年了，就混了个一无所有的结果
2022-07-12 11:25:23,wxid_mgh25nentc4u22,gzp1991101,回去我们坐坐
2022-07-12 11:25:37,wxid_mgh25nentc4u22,gzp1991101,真的要想想赛道问题了
2022-07-12 11:26:15,gzp1991101,wxid_mgh25nentc4u22,这几年大环境确实不好，但是到我们头上感觉更加恼火
2022-07-12 11:28:45,wxid_mgh25nentc4u22,gzp1991101,人情也用了
2022-07-12 11:29:01,wxid_mgh25nentc4u22,gzp1991101,还没挣到钱
2022-07-12 11:29:08,wxid_mgh25nentc4u22,gzp1991101,力也出了
2022-07-12 11:30:47,gzp1991101,wxid_mgh25nentc4u22,人情这个事情是…
2022-07-12 11:30:59,gzp1991101,wxid_mgh25nentc4u22,哪晓得快三年都这样
2022-07-12 11:31:31,wxid_mgh25nentc4u22,gzp1991101,不能想，越想越郁闷
2022-07-12 11:31:39,wxid_mgh25nentc4u22,gzp1991101,找人了呀
2022-07-12 11:31:45,wxid_mgh25nentc4u22,gzp1991101,领导打了招呼
2022-07-12 11:31:59,wxid_mgh25nentc4u22,gzp1991101,下面人肯定积极
2022-07-12 11:32:01,gzp1991101,wxid_mgh25nentc4u22,我知道，我的意思就是人情这个事情弄的很尴尬
2022-07-12 11:32:13,gzp1991101,wxid_mgh25nentc4u22,我心态那么好的人都郁闷了
2022-07-12 11:32:21,gzp1991101,wxid_mgh25nentc4u22,都是些啥事情啊
2022-07-12 11:32:25,wxid_mgh25nentc4u22,gzp1991101,就是
2022-07-12 11:32:32,wxid_mgh25nentc4u22,gzp1991101,我也没想到
2022-07-12 11:32:36,gzp1991101,wxid_mgh25nentc4u22,三年了
2022-07-12 11:32:40,wxid_mgh25nentc4u22,gzp1991101,新疆还不如甘肃呢
2022-07-12 11:32:51,wxid_mgh25nentc4u22,gzp1991101,年年忽悠我
2022-07-12 11:33:05,wxid_mgh25nentc4u22,gzp1991101,要建
2022-07-12 11:33:08,gzp1991101,wxid_mgh25nentc4u22,所有人都认为新疆是个香饽饽
2022-07-12 11:33:16,wxid_mgh25nentc4u22,gzp1991101,[捂脸]
2022-07-12 11:33:23,wxid_mgh25nentc4u22,gzp1991101,我们吃了新疆太多的苦
2022-07-12 11:33:35,wxid_mgh25nentc4u22,gzp1991101,[捂脸]
2022-07-12 11:34:10,gzp1991101,wxid_mgh25nentc4u22,动不动，这报一千万那报800万的
2022-07-12 11:35:07,wxid_mgh25nentc4u22,gzp1991101,对呀
2022-07-12 11:35:10,wxid_mgh25nentc4u22,gzp1991101,这落差
2022-07-12 11:35:45,wxid_mgh25nentc4u22,gzp1991101,也是背
2022-07-12 11:35:59,wxid_mgh25nentc4u22,gzp1991101,我就再跟到年底
2022-07-12 11:36:03,gzp1991101,wxid_mgh25nentc4u22,最后连个设备都没买
2022-07-12 11:36:22,wxid_mgh25nentc4u22,gzp1991101,对啊
2022-07-12 11:36:24,wxid_mgh25nentc4u22,gzp1991101,吐了
2022-07-12 11:37:38,gzp1991101,wxid_mgh25nentc4u22,就还剩个哈密、阿克苏了吧，还没消息的
2022-07-12 11:37:48,gzp1991101,wxid_mgh25nentc4u22,还没给咱宣判死刑的
2022-07-12 11:37:49,gzp1991101,wxid_mgh25nentc4u22,[捂脸]
2022-07-12 11:38:42,wxid_mgh25nentc4u22,gzp1991101,是的
2022-07-12 11:38:49,wxid_mgh25nentc4u22,gzp1991101,塔城
2022-07-12 11:38:52,wxid_mgh25nentc4u22,gzp1991101,我也要去
2022-07-12 11:39:43,gzp1991101,wxid_mgh25nentc4u22,回头去的时候叫上我
2022-07-12 11:39:47,gzp1991101,wxid_mgh25nentc4u22,一起去承担
2022-07-12 11:40:00,gzp1991101,wxid_mgh25nentc4u22,我怕你接受不了，咱一起去
2022-07-12 11:40:05,wxid_mgh25nentc4u22,gzp1991101,好的，没问题
2022-07-12 11:40:12,wxid_mgh25nentc4u22,gzp1991101,我找他们常务副局长
2022-07-12 11:40:22,wxid_mgh25nentc4u22,gzp1991101,应该问题不大
2022-07-12 11:40:41,wxid_mgh25nentc4u22,gzp1991101,他们说的是有据点的规划，打算给我们
2022-07-12 11:40:43,gzp1991101,wxid_mgh25nentc4u22,现在实际情况是怕没钱
2022-07-12 11:40:56,wxid_mgh25nentc4u22,gzp1991101,就是这次这个事弄的有点难堪
2022-07-12 11:41:08,wxid_mgh25nentc4u22,gzp1991101,是呀
2022-07-12 11:41:15,wxid_mgh25nentc4u22,gzp1991101,再去缓解一下
2022-07-12 11:41:23,gzp1991101,wxid_mgh25nentc4u22,没钱的事情就真没办法
2022-07-12 11:41:45,wxid_mgh25nentc4u22,gzp1991101,你今年的AQ咋样
2022-07-12 11:42:03,gzp1991101,wxid_mgh25nentc4u22,AQ公司给我玩臭完咯
2022-07-12 11:42:17,wxid_mgh25nentc4u22,gzp1991101,[捂脸]
2022-07-12 11:42:31,gzp1991101,wxid_mgh25nentc4u22,现在没有心思帮公司挣钱了
2022-07-12 11:42:33,wxid_mgh25nentc4u22,gzp1991101,裴处那边还敢去吗
2022-07-12 11:42:56,gzp1991101,wxid_mgh25nentc4u22,裴处调到信息处了
2022-07-12 11:42:57,wxid_mgh25nentc4u22,gzp1991101,现在就是充分吸收安洵的养分
2022-07-12 11:43:03,wxid_mgh25nentc4u22,gzp1991101,[捂脸]
2022-07-12 11:43:04,gzp1991101,wxid_mgh25nentc4u22,算是高升了
2022-07-12 11:43:13,wxid_mgh25nentc4u22,gzp1991101,副厅了？
2022-07-12 11:43:14,gzp1991101,wxid_mgh25nentc4u22,更大的处了
2022-07-12 11:43:30,gzp1991101,wxid_mgh25nentc4u22,应该是往副厅走的趋势
2022-07-12 11:43:36,wxid_mgh25nentc4u22,gzp1991101,那可以啊
2022-07-12 11:43:45,wxid_mgh25nentc4u22,gzp1991101,把裴处拿下来
2022-07-12 11:43:50,wxid_mgh25nentc4u22,gzp1991101,也了不得
2022-07-12 11:44:09,gzp1991101,wxid_mgh25nentc4u22,就是公司把人家玩臭了
2022-07-12 11:44:14,gzp1991101,wxid_mgh25nentc4u22,项目到现在还没验收
2022-07-12 11:44:22,gzp1991101,wxid_mgh25nentc4u22,还说要退100万呢
2022-07-12 11:45:20,wxid_mgh25nentc4u22,gzp1991101,还有这种事
2022-07-12 11:45:22,wxid_mgh25nentc4u22,gzp1991101,[捂脸]
2022-07-12 11:46:10,wxid_mgh25nentc4u22,gzp1991101,你太难了吧
2022-07-12 11:46:14,gzp1991101,wxid_mgh25nentc4u22,今年新疆产项目，咱两好好弄上一笔
2022-07-12 11:46:37,gzp1991101,wxid_mgh25nentc4u22,安洵真的够操蛋的了
2022-07-12 11:46:40,wxid_mgh25nentc4u22,gzp1991101,嗯嗯，我也是这个意思
2022-07-12 11:47:38,gzp1991101,wxid_mgh25nentc4u22,这个月工资每人发了2000块，绩效都没完成，扣完了
2022-07-12 11:47:47,gzp1991101,wxid_mgh25nentc4u22,销售部简直了
2022-07-12 11:48:00,gzp1991101,wxid_mgh25nentc4u22,所有人现在都要打卡
2022-07-12 11:48:47,wxid_mgh25nentc4u22,gzp1991101,这也太夸张了吧
2022-07-12 11:49:00,wxid_mgh25nentc4u22,gzp1991101,[捂脸]
2022-07-12 11:49:16,wxid_mgh25nentc4u22,gzp1991101,你总监也2000块
2022-07-12 11:49:39,gzp1991101,wxid_mgh25nentc4u22,我只是总监助理，现在老王都不好过
2022-07-12 11:51:12,wxid_mgh25nentc4u22,gzp1991101,太难了吧
2022-07-12 11:51:32,wxid_mgh25nentc4u22,gzp1991101,我的新东家好在没扣我工资
2022-07-12 11:51:48,gzp1991101,wxid_mgh25nentc4u22,日子越过越倒退
2022-07-12 11:52:02,gzp1991101,wxid_mgh25nentc4u22,安洵走的人没一个念安洵好的
2022-07-12 11:53:47,wxid_mgh25nentc4u22,gzp1991101,😂
2022-07-12 11:54:23,wxid_mgh25nentc4u22,gzp1991101,我反正不念安洵的好
2022-07-12 11:54:52,gzp1991101,wxid_mgh25nentc4u22,我感觉走的人都没见念安洵的好
2022-07-12 11:54:56,wxid_mgh25nentc4u22,gzp1991101,唯一庆幸的是认识了你，超哥，兵哥这样的兄弟
2022-07-12 11:55:58,gzp1991101,wxid_mgh25nentc4u22,是呀，这些年我们时运不济
